Number,Description,StartReq,StartDate,FinishDate
A_219,Выбор поставщика(-ов) бакалейной продукции (1я часть) для поставки в период с 13 октября по 24 октября 2010 года,08.10.2010 08:35:00,14.10.2010 11:00:00,14.10.2010 13:15:00,_219,Выбор поставщика(-ов) бакалейной продукции (1я часть) для поставки в период с 13 октября по 24 октября 2010 года,08.10.2010 08:35:00,14.10.2010 11:00:00,14.10.2010 13:15:00
A_289,Выбор поставщика(-ов) бакалейной продукции (1я часть) для поставки в период с 20 октября по 31 октября 2010 года,18.10.2010 13:30:00,19.10.2010 11:00:00,19.10.2010 14:30:00,_289,Выбор поставщика(-ов) бакалейной продукции (1я часть) для поставки в период с 20 октября по 31 октября 2010 года,18.10.2010 13:30:00,19.10.2010 11:00:00,19.10.2010 14:30:00
A_313,Выбор поставщика(-ов) бакалейной продукции (1я часть) для поставки в период с 01 по 07 ноября 2010 года,22.10.2010 13:30:00,26.10.2010 11:00:00,26.10.2010 15:15:00,_313,Выбор поставщика(-ов) бакалейной продукции (1я часть) для поставки в период с 01 по 07 ноября 2010 года,22.10.2010 13:30:00,26.10.2010 11:00:00,26.10.2010 15:15:00
A_340,Выбор поставщика(-ов) бакалейной продукции (1я часть) для поставки в период с 08 по 14 ноября 2010 года,28.10.2010 15:00:00,02.11.2010 12:00:00,02.11.2010 13:45:00,_340,Выбор поставщика(-ов) бакалейной продукции (1я часть) для поставки в период с 08 по 14 ноября 2010 года,28.10.2010 15:00:00,02.11.2010 12:00:00,02.11.2010 13:45:00
A_361,Выбор поставщика(-ов) бакалейной продукции (1я часть) для поставки период с 15 по 21 ноября 2010 года,08.11.2010 12:20:00,09.11.2010 12:00:00,09.11.2010 13:30:00,_361,Выбор поставщика(-ов) бакалейной продукции (1я часть) для поставки период с 15 по 21 ноября 2010 года,08.11.2010 12:20:00,09.11.2010 12:00:00,09.11.2010 13:30:00
A_382,Выбор поставщика(-ов) бакалейной продукции (1я часть) для поставки в период с 22 по 28 ноября 2010 года,11.11.2010 15:15:00,16.11.2010 14:00:00,16.11.2010 15:15:00,_382,Выбор поставщика(-ов) бакалейной продукции (1я часть) для поставки в период с 22 по 28 ноября 2010 года,11.11.2010 15:15:00,16.11.2010 14:00:00,16.11.2010 15:15:00
A_436,Выбор поставщика(-ов) бакалейной продукции (1я часть) для поставки в период с 29 ноября по 05 декабря 2010 года,18.11.2010 11:30:00,23.11.2010 13:00:00,23.11.2010 14:30:00,_436,Выбор поставщика(-ов) бакалейной продукции (1я часть) для поставки в период с 29 ноября по 05 декабря 2010 года,18.11.2010 11:30:00,23.11.2010 13:00:00,23.11.2010 14:30:00
A_471,Выбор поставщика(-ов) бакалейной продукции (1я часть) для поставки в период с 06 декабря по 12 декабря 2010 года,25.11.2010 18:15:00,30.11.2010 13:15:00,30.11.2010 15:15:00,_471,Выбор поставщика(-ов) бакалейной продукции (1я часть) для поставки в период с 06 декабря по 12 декабря 2010 года,25.11.2010 18:15:00,30.11.2010 13:15:00,30.11.2010 15:15:00
A_488,Выбор поставщика(-ов) бакалейной продукции (1я часть) для поставки в период с 13 декабря по 19 декабря 2010 года,03.12.2010 11:20:00,07.12.2010 12:00:00,07.12.2010 13:45:00,_488,Выбор поставщика(-ов) бакалейной продукции (1я часть) для поставки в период с 13 декабря по 19 декабря 2010 года,03.12.2010 11:20:00,07.12.2010 12:00:00,07.12.2010 13:45:00
A_514,Выбор поставщика(-ов) бакалейной продукции (1я часть) для поставки в период с 20 декабря по 26 декабря 2010 года,13.12.2010 10:35:00,14.12.2010 12:00:00,14.12.2010 13:30:00,_514,Выбор поставщика(-ов) бакалейной продукции (1я часть) для поставки в период с 20 декабря по 26 декабря 2010 года,13.12.2010 10:35:00,14.12.2010 12:00:00,14.12.2010 13:30:00
A_557,Выбор поставщика(-ов) бакалейной продукции для поставки в период с 10 по 16 января 2011 года,23.12.2010 14:15:00,28.12.2010 12:00:00,28.12.2010 13:15:00,_557,Выбор поставщика(-ов) бакалейной продукции для поставки в период с 10 по 16 января 2011 года,23.12.2010 14:15:00,28.12.2010 12:00:00,28.12.2010 13:15:00
A_578,Выбор поставщика(-ов) бакалейной продукции для поставки в период с 17 по 23 января 2011 года,11.01.2011 11:05:00,12.01.2011 12:00:00,12.01.2011 13:45:00,_578,Выбор поставщика(-ов) бакалейной продукции для поставки в период с 17 по 23 января 2011 года,11.01.2011 11:05:00,12.01.2011 12:00:00,12.01.2011 13:45:00
A_598,Выбор поставщика(-ов) бакалейной продукции для поставки в период с 24 по 30 января 2011 года,17.01.2011 12:30:00,18.01.2011 12:00:00,18.01.2011 13:30:00,_598,Выбор поставщика(-ов) бакалейной продукции для поставки в период с 24 по 30 января 2011 года,17.01.2011 12:30:00,18.01.2011 12:00:00,18.01.2011 13:30:00
A_618,Выбор поставщика(-ов) бакалейной продукции для поставки в период с 31 января по 06 февраля 2011 года,24.01.2011 10:40:00,25.01.2011 12:00:00,25.01.2011 15:15:00,_618,Выбор поставщика(-ов) бакалейной продукции для поставки в период с 31 января по 06 февраля 2011 года,24.01.2011 10:40:00,25.01.2011 12:00:00,25.01.2011 15:15:00
A_669,Выбор поставщика(-ов) бакалейной продукции для поставки в период с 07 по 13 февраля 2011 года,28.01.2011 15:25:00,01.02.2011 12:00:00,01.02.2011 14:00:00,_669,Выбор поставщика(-ов) бакалейной продукции для поставки в период с 07 по 13 февраля 2011 года,28.01.2011 15:25:00,01.02.2011 12:00:00,01.02.2011 14:00:00
A_686,Выбор поставщика(-ов) бакалейной продукции для поставки в период с 14 по 20 февраля 2011 года,07.02.2011 10:55:00,08.02.2011 13:00:00,08.02.2011 15:00:00,_686,Выбор поставщика(-ов) бакалейной продукции для поставки в период с 14 по 20 февраля 2011 года,07.02.2011 10:55:00,08.02.2011 13:00:00,08.02.2011 15:00:00
A_709,Выбор поставщика(-ов) бакалейной продукции для поставки в период с 21 по 27 февраля 2011 года,10.02.2011 18:00:00,15.02.2011 12:00:00,15.02.2011 14:30:00,_709,Выбор поставщика(-ов) бакалейной продукции для поставки в период с 21 по 27 февраля 2011 года,10.02.2011 18:00:00,15.02.2011 12:00:00,15.02.2011 14:30:00
A_736,Выбор поставщика(-ов) бакалейной продукции для поставки в период с 28 февраля по 06 марта 2011 года,17.02.2011 16:00:00,22.02.2011 12:00:00,22.02.2011 14:15:00,_736,Выбор поставщика(-ов) бакалейной продукции для поставки в период с 28 февраля по 06 марта 2011 года,17.02.2011 16:00:00,22.02.2011 12:00:00,22.02.2011 14:15:00
A_762,Выбор поставщика(-ов) бакалейной продукции для поставки в период с 07 по 13 марта 2011 года,28.02.2011 10:30:00,01.03.2011 12:00:00,01.03.2011 14:30:00,_762,Выбор поставщика(-ов) бакалейной продукции для поставки в период с 07 по 13 марта 2011 года,28.02.2011 10:30:00,01.03.2011 12:00:00,01.03.2011 14:30:00
A_772,Выбор поставщика(-ов) бакалейной продукции для поставки в период с 14 по 20 марта 2011 года,03.03.2011 13:30:00,09.03.2011 14:00:00,09.03.2011 16:15:00,_772,Выбор поставщика(-ов) бакалейной продукции для поставки в период с 14 по 20 марта 2011 года,03.03.2011 13:30:00,09.03.2011 14:00:00,09.03.2011 16:15:00
A_805,Выбор поставщика(-ов) бакалейной продукции для поставки в период с 21 по 27 марта 2011 года,14.03.2011 11:20:00,15.03.2011 12:00:00,15.03.2011 14:00:00,_805,Выбор поставщика(-ов) бакалейной продукции для поставки в период с 21 по 27 марта 2011 года,14.03.2011 11:20:00,15.03.2011 12:00:00,15.03.2011 14:00:00
A_818,Выбор поставщика(-ов) бакалейной продукции для поставки в период с 28 марта по 03 апреля 2011 года,18.03.2011 12:30:00,22.03.2011 12:00:00,22.03.2011 14:10:00,_818,Выбор поставщика(-ов) бакалейной продукции для поставки в период с 28 марта по 03 апреля 2011 года,18.03.2011 12:30:00,22.03.2011 12:00:00,22.03.2011 14:10:00
A_854,Выбор поставщика(-ов) бакалейной продукции для поставки в период с 04 по 10 апреля 2011 года,28.03.2011 10:50:00,29.03.2011 11:00:00,29.03.2011 13:30:00,_854,Выбор поставщика(-ов) бакалейной продукции для поставки в период с 04 по 10 апреля 2011 года,28.03.2011 10:50:00,29.03.2011 11:00:00,29.03.2011 13:30:00
A_870,Выбор поставщика(-ов) бакалейной продукции для поставки в период с 11 по 17 апреля 2011 года,04.04.2011 10:55:00,05.04.2011 11:00:00,05.04.2011 14:10:00,_870,Выбор поставщика(-ов) бакалейной продукции для поставки в период с 11 по 17 апреля 2011 года,04.04.2011 10:55:00,05.04.2011 11:00:00,05.04.2011 14:10:00
A_891,Выбор поставщика(-ов) бакалейной продукции для поставки в период с 18 по 24 апреля 2011 года,12.04.2011 08:50:00,12.04.2011 11:00:00,12.04.2011 13:35:00,_891,Выбор поставщика(-ов) бакалейной продукции для поставки в период с 18 по 24 апреля 2011 года,12.04.2011 08:50:00,12.04.2011 11:00:00,12.04.2011 13:35:00
A_923,Выбор поставщика(-ов) бакалейной продукции для поставки в период с 25 апреля по 01 мая 2011 года,18.04.2011 14:15:00,19.04.2011 11:00:00,19.04.2011 12:10:00,_923,Выбор поставщика(-ов) бакалейной продукции для поставки в период с 25 апреля по 01 мая 2011 года,18.04.2011 14:15:00,19.04.2011 11:00:00,19.04.2011 12:10:00
A_947,Выбор поставщика(-ов) бакалейной продукции для поставки в период с 02 по 08 мая 2011 года,25.04.2011 13:50:00,26.04.2011 11:00:00,26.04.2011 13:25:00,_947,Выбор поставщика(-ов) бакалейной продукции для поставки в период с 02 по 08 мая 2011 года,25.04.2011 13:50:00,26.04.2011 11:00:00,26.04.2011 13:25:00
A_968,Выбор поставщика(-ов) бакалейной продукции для поставки в период с 09 по 15 мая 2011 года,29.04.2011 14:20:00,03.05.2011 11:00:00,03.05.2011 13:30:00,_968,Выбор поставщика(-ов) бакалейной продукции для поставки в период с 09 по 15 мая 2011 года,29.04.2011 14:20:00,03.05.2011 11:00:00,03.05.2011 13:30:00
A_989,Выбор поставщика(-ов) бакалейной продукции для поставки в период с 16 по 22 мая 2011 года,06.05.2011 13:35:00,10.05.2011 11:00:00,10.05.2011 15:20:00,_989,Выбор поставщика(-ов) бакалейной продукции для поставки в период с 16 по 22 мая 2011 года,06.05.2011 13:35:00,10.05.2011 11:00:00,10.05.2011 15:20:00
A_1000,Выбор поставщика(-ов) бакалейной продукции для поставки в период с 23 по 29 мая 2011 года,16.05.2011 11:40:00,17.05.2011 11:00:00,17.05.2011 16:20:00,_1000,Выбор поставщика(-ов) бакалейной продукции для поставки в период с 23 по 29 мая 2011 года,16.05.2011 11:40:00,17.05.2011 11:00:00,17.05.2011 16:20:00
A_1036,Выбор поставщика(-ов) бакалейной продукции для поставки в период с 30 мая по 05 июня 2011 года,23.05.2011 13:45:00,24.05.2011 11:00:00,24.05.2011 14:15:00,_1036,Выбор поставщика(-ов) бакалейной продукции для поставки в период с 30 мая по 05 июня 2011 года,23.05.2011 13:45:00,24.05.2011 11:00:00,24.05.2011 14:15:00
A_1065,Выбор поставщика (-ов) бакалейной продукции для поставки (в период с 06 по 12 июня 2011 года),30.05.2011 13:25:00,31.05.2011 11:00:00,31.05.2011 15:20:00,_1065,Выбор поставщика (-ов) бакалейной продукции для поставки (в период с 06 по 12 июня 2011 года),30.05.2011 13:25:00,31.05.2011 11:00:00,31.05.2011 15:20:00
A_1089,Выбор поставщика (-ов) бакалейной продукции для поставки в период с 13 по 19 июня 2011 года,06.06.2011 13:30:00,07.06.2011 11:00:00,07.06.2011 14:55:00,_1089,Выбор поставщика (-ов) бакалейной продукции для поставки в период с 13 по 19 июня 2011 года,06.06.2011 13:30:00,07.06.2011 11:00:00,07.06.2011 14:55:00
A_1107,Выбор поставщика бакалейной продукции для поставки в период с 20 по 26 июня 2011 года,14.06.2011 08:40:00,14.06.2011 13:00:00,14.06.2011 14:50:00,_1107,Выбор поставщика бакалейной продукции для поставки в период с 20 по 26 июня 2011 года,14.06.2011 08:40:00,14.06.2011 13:00:00,14.06.2011 14:50:00
A_1117,Выбор поставщика (-ов) бакалейной продукции для поставки в период с 20 по 26 июня 2011 года,15.06.2011 13:05:00,16.06.2011 10:00:00,16.06.2011 11:05:00,_1117,Выбор поставщика (-ов) бакалейной продукции для поставки в период с 20 по 26 июня 2011 года,15.06.2011 13:05:00,16.06.2011 10:00:00,16.06.2011 11:05:00
A_1134,Выбор поставщика (-ов) бакалейной продукции для поставки период с 27 июня по 03 июля 2011 года,20.06.2011 14:10:00,21.06.2011 11:00:00,21.06.2011 14:05:00,_1134,Выбор поставщика (-ов) бакалейной продукции для поставки период с 27 июня по 03 июля 2011 года,20.06.2011 14:10:00,21.06.2011 11:00:00,21.06.2011 14:05:00
A_1164,Выбор поставщика (-ов) бакалейной продукции для поставки период с 04 по 10 июля 2011 года,27.06.2011 13:40:00,28.06.2011 11:00:00,28.06.2011 13:20:00,_1164,Выбор поставщика (-ов) бакалейной продукции для поставки период с 04 по 10 июля 2011 года,27.06.2011 13:40:00,28.06.2011 11:00:00,28.06.2011 13:20:00
A_1177,Выбор поставщика геркулеса для поставки (в период с 04 по 10 июля 2011 года) на Северо-Западного филиала,30.06.2011 09:30:00,30.06.2011 13:00:00,30.06.2011 14:05:00,_1177,Выбор поставщика геркулеса для поставки (в период с 04 по 10 июля 2011 года) на Северо-Западного филиала,30.06.2011 09:30:00,30.06.2011 13:00:00,30.06.2011 14:05:00
A_1186,Выбор поставщика (-ов) бакалейной продукции для поставки в период с 11 по 17 июля 2011 года,04.07.2011 12:25:00,05.07.2011 11:00:00,05.07.2011 13:20:00,_1186,Выбор поставщика (-ов) бакалейной продукции для поставки в период с 11 по 17 июля 2011 года,04.07.2011 12:25:00,05.07.2011 11:00:00,05.07.2011 13:20:00
A_1201,Выбор поставщика (-ов) бакалейной продукции для поставки в период с 18 по 24 июля 2011 года,11.07.2011 13:15:00,12.07.2011 11:00:00,12.07.2011 15:00:00,_1201,Выбор поставщика (-ов) бакалейной продукции для поставки в период с 18 по 24 июля 2011 года,11.07.2011 13:15:00,12.07.2011 11:00:00,12.07.2011 15:00:00
A_1223,Выбор Поставщика бакалейной продукции для поставки (в период с 18 по 24 июля 2011 года) на Волго-Вятский филиал,14.07.2011 12:20:00,15.07.2011 10:00:00,15.07.2011 11:05:00,_1223,Выбор Поставщика бакалейной продукции для поставки (в период с 18 по 24 июля 2011 года) на Волго-Вятский филиал,14.07.2011 12:20:00,15.07.2011 10:00:00,15.07.2011 11:05:00
A_1234,Выбор поставщика (-ов) бакалейной продукции для поставки в период с 25 по 31 июля 2011 года,18.07.2011 13:00:00,19.07.2011 11:00:00,19.07.2011 12:35:00,_1234,Выбор поставщика (-ов) бакалейной продукции для поставки в период с 25 по 31 июля 2011 года,18.07.2011 13:00:00,19.07.2011 11:00:00,19.07.2011 12:35:00
A_1243,Выбор поставщика (-ов) бакалейной продукции для поставки в период с 25 по 31 июля 2011 года,21.07.2011 10:15:00,21.07.2011 13:00:00,21.07.2011 14:10:00,_1243,Выбор поставщика (-ов) бакалейной продукции для поставки в период с 25 по 31 июля 2011 года,21.07.2011 10:15:00,21.07.2011 13:00:00,21.07.2011 14:10:00
A_1276,Выбор поставщика (-ов) бакалейной продукции для поставки в период с 01 по 07 августа 2011 года,25.07.2011 13:40:00,26.07.2011 11:00:00,26.07.2011 12:50:00,_1276,Выбор поставщика (-ов) бакалейной продукции для поставки в период с 01 по 07 августа 2011 года,25.07.2011 13:40:00,26.07.2011 11:00:00,26.07.2011 12:50:00
A_1313,Выбор поставщика (-ов) бакалейной продукции для поставки в период с 08 по 14 августа 2011 года,01.08.2011 16:25:00,02.08.2011 11:00:00,02.08.2011 13:45:00,_1313,Выбор поставщика (-ов) бакалейной продукции для поставки в период с 08 по 14 августа 2011 года,01.08.2011 16:25:00,02.08.2011 11:00:00,02.08.2011 13:45:00
A_1340,Выбор поставщика (-ов) бакалейной продукции для поставки в период с 15 по 22 августа 2011 года,08.08.2011 13:10:00,09.08.2011 11:00:00,09.08.2011 13:50:00,_1340,Выбор поставщика (-ов) бакалейной продукции для поставки в период с 15 по 22 августа 2011 года,08.08.2011 13:10:00,09.08.2011 11:00:00,09.08.2011 13:50:00
A_1370,Выбор поставщика (-ов) бакалейной продукции для поставки в период с 22 по 28 августа 2011 года,15.08.2011 13:10:00,16.08.2011 11:00:00,16.08.2011 15:15:00,_1370,Выбор поставщика (-ов) бакалейной продукции для поставки в период с 22 по 28 августа 2011 года,15.08.2011 13:10:00,16.08.2011 11:00:00,16.08.2011 15:15:00
A_1391,Выбор поставщика (-ов) бакалейной продукции для поставки в период с 29 августа по 04 сентября 2011 года,22.08.2011 15:55:00,23.08.2011 11:00:00,23.08.2011 16:40:00,_1391,Выбор поставщика (-ов) бакалейной продукции для поставки в период с 29 августа по 04 сентября 2011 года,22.08.2011 15:55:00,23.08.2011 11:00:00,23.08.2011 16:40:00
A_1402,Выбор поставщика (-ов) бакалейной продукции для поставки в период с 29 августа по 04 сентября 2011 года на Средне-Волжский филиал,24.08.2011 09:45:00,24.08.2011 13:00:00,24.08.2011 14:15:00,_1402,Выбор поставщика (-ов) бакалейной продукции для поставки в период с 29 августа по 04 сентября 2011 года на Средне-Волжский филиал,24.08.2011 09:45:00,24.08.2011 13:00:00,24.08.2011 14:15:00
A_1423,Выбор поставщика крупы гречневой для поставки в период с 30 августа по 04 сентября 2011 года на Волго-Вятский филиал,29.08.2011 09:35:00,29.08.2011 13:00:00,29.08.2011 14:05:00,_1423,Выбор поставщика крупы гречневой для поставки в период с 30 августа по 04 сентября 2011 года на Волго-Вятский филиал,29.08.2011 09:35:00,29.08.2011 13:00:00,29.08.2011 14:05:00
A_1424,Выбор поставщика (-ов) бакалейной продукции для поставки в период с 05 по 11 сентября 2011 года,29.08.2011 13:15:00,30.08.2011 11:00:00,30.08.2011 13:55:00,_1424,Выбор поставщика (-ов) бакалейной продукции для поставки в период с 05 по 11 сентября 2011 года,29.08.2011 13:15:00,30.08.2011 11:00:00,30.08.2011 13:55:00
A_1449,Выбор поставщика (-ов) бакалейной продукции для поставки в период с 12 по 18 сентября 2011 года,05.09.2011 13:30:00,06.09.2011 11:00:00,06.09.2011 15:45:00,_1449,Выбор поставщика (-ов) бакалейной продукции для поставки в период с 12 по 18 сентября 2011 года,05.09.2011 13:30:00,06.09.2011 11:00:00,06.09.2011 15:45:00
A_1461,Выбор поставщика(-ов) крупы гречневой для поставки в период с 09 по 16 сентября 2011 года на Средне-Волжский филиал,07.09.2011 16:35:00,08.09.2011 11:00:00,08.09.2011 12:15:00,_1461,Выбор поставщика(-ов) крупы гречневой для поставки в период с 09 по 16 сентября 2011 года на Средне-Волжский филиал,07.09.2011 16:35:00,08.09.2011 11:00:00,08.09.2011 12:15:00
A_1471,Выбор поставщика (-ов) бакалейной продукции для поставки в период с 19 по 25 сентября 2011 года,12.09.2011 13:30:00,13.09.2011 11:00:00,13.09.2011 14:15:00,_1471,Выбор поставщика (-ов) бакалейной продукции для поставки в период с 19 по 25 сентября 2011 года,12.09.2011 13:30:00,13.09.2011 11:00:00,13.09.2011 14:15:00
A_1477,Выбор поставщика (-ов) бакалейной продукции для поставки в период с 19 по 25 сентября 2011 года,14.09.2011 09:00:00,14.09.2011 11:00:00,14.09.2011 13:05:00,_1477,Выбор поставщика (-ов) бакалейной продукции для поставки в период с 19 по 25 сентября 2011 года,14.09.2011 09:00:00,14.09.2011 11:00:00,14.09.2011 13:05:00
A_1491,Выбор поставщика (-ов) бакалейной продукции для поставки в период с 26 сентября по 02 октября 2011 года,19.09.2011 11:10:00,20.09.2011 11:00:00,20.09.2011 13:15:00,_1491,Выбор поставщика (-ов) бакалейной продукции для поставки в период с 26 сентября по 02 октября 2011 года,19.09.2011 11:10:00,20.09.2011 11:00:00,20.09.2011 13:15:00
A_1499,Выбор поставщика (-ов) бакалейной продукции для поставки в период с 26 сентября по 02 октября 2011 года,21.09.2011 10:45:00,21.09.2011 13:00:00,21.09.2011 14:05:00,_1499,Выбор поставщика (-ов) бакалейной продукции для поставки в период с 26 сентября по 02 октября 2011 года,21.09.2011 10:45:00,21.09.2011 13:00:00,21.09.2011 14:05:00
A_1508,Выбор поставщика (-ов) бакалейной продукции для поставки в период с 26 сентября по 02 октября 2011 года,21.09.2011 17:10:00,22.09.2011 13:00:00,22.09.2011 14:05:00,_1508,Выбор поставщика (-ов) бакалейной продукции для поставки в период с 26 сентября по 02 октября 2011 года,21.09.2011 17:10:00,22.09.2011 13:00:00,22.09.2011 14:05:00
A_1519,Выбор поставщика (-ов) бакалейной продукции для поставки в период с 03 по 09 октября 2011 года,26.09.2011 13:50:00,27.09.2011 11:00:00,27.09.2011 13:15:00,_1519,Выбор поставщика (-ов) бакалейной продукции для поставки в период с 03 по 09 октября 2011 года,26.09.2011 13:50:00,27.09.2011 11:00:00,27.09.2011 13:15:00
A_1528,Выбор поставщика (-ов) бакалейной продукции для поставки (в период с 03 по 09 октября 2011 года,28.09.2011 12:10:00,29.09.2011 11:00:00,29.09.2011 12:05:00,_1528,Выбор поставщика (-ов) бакалейной продукции для поставки (в период с 03 по 09 октября 2011 года,28.09.2011 12:10:00,29.09.2011 11:00:00,29.09.2011 12:05:00
A_1539,Выбор поставщика (-ов) бакалейной продукции для поставки в период с 10 по 16 октября 2011 года,03.10.2011 10:10:00,04.10.2011 11:00:00,04.10.2011 12:20:00,_1539,Выбор поставщика (-ов) бакалейной продукции для поставки в период с 10 по 16 октября 2011 года,03.10.2011 10:10:00,04.10.2011 11:00:00,04.10.2011 12:20:00
A_1545,Выбор поставщика (-ов) бакалейной продукции для поставки в период с 10 по 16 октября 2011 года,05.10.2011 12:10:00,06.10.2011 11:00:00,06.10.2011 12:05:00,_1545,Выбор поставщика (-ов) бакалейной продукции для поставки в период с 10 по 16 октября 2011 года,05.10.2011 12:10:00,06.10.2011 11:00:00,06.10.2011 12:05:00
A_1559,Выбор поставщика (-ов) бакалейной продукции для поставки в период с 17 по 23 октября 2011 года,10.10.2011 15:05:00,11.10.2011 11:00:00,11.10.2011 13:20:00,_1559,Выбор поставщика (-ов) бакалейной продукции для поставки в период с 17 по 23 октября 2011 года,10.10.2011 15:05:00,11.10.2011 11:00:00,11.10.2011 13:20:00
A_1569,Выбор поставщика (-ов) бакалейной продукции для поставки в период с 17 по 23 октября 2011 года,12.10.2011 13:45:00,13.10.2011 11:00:00,13.10.2011 12:05:00,_1569,Выбор поставщика (-ов) бакалейной продукции для поставки в период с 17 по 23 октября 2011 года,12.10.2011 13:45:00,13.10.2011 11:00:00,13.10.2011 12:05:00
A_1579,Выбор поставщика (-ов) бакалейной продукции для поставки в период с 24 по 30 октября 2011 года,17.10.2011 14:10:00,18.10.2011 11:00:00,18.10.2011 14:00:00,_1579,Выбор поставщика (-ов) бакалейной продукции для поставки в период с 24 по 30 октября 2011 года,17.10.2011 14:10:00,18.10.2011 11:00:00,18.10.2011 14:00:00
A_1589,Выбор поставщика (-ов) бакалейной продукции для поставки в период с 24 по 30 октября 2011 года,19.10.2011 12:55:00,20.10.2011 11:00:00,20.10.2011 12:10:00,_1589,Выбор поставщика (-ов) бакалейной продукции для поставки в период с 24 по 30 октября 2011 года,19.10.2011 12:55:00,20.10.2011 11:00:00,20.10.2011 12:10:00
A_1602,Выбор поставщика (-ов) бакалейной продукции для поставки в период с 31 октября по 06 ноября 2011 года,24.10.2011 12:45:00,25.10.2011 11:00:00,25.10.2011 13:50:00,_1602,Выбор поставщика (-ов) бакалейной продукции для поставки в период с 31 октября по 06 ноября 2011 года,24.10.2011 12:45:00,25.10.2011 11:00:00,25.10.2011 13:50:00
A_1621,Выбор поставщика (-ов) бакалейной продукции для поставки в период с 07 ноября по 13 ноября 2011 года,31.10.2011 12:45:00,01.11.2011 11:00:00,01.11.2011 14:00:00,_1621,Выбор поставщика (-ов) бакалейной продукции для поставки в период с 07 ноября по 13 ноября 2011 года,31.10.2011 12:45:00,01.11.2011 11:00:00,01.11.2011 14:00:00
